;func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano;Label;Score
181;MASCULINO;65;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Comércio;44;2027,58;SIM;SIM;0,7443
182;FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1097,1;NAO;NAO;0,8956
183;MASCULINO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Comércio;44;1015,2;NAO;NAO;0,8988
184;FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;2071,34;NAO;SIM;0,5509
185;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1092,48;NAO;NAO;0,8967
186;MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Indústria;44;1233,59;NAO;NAO;0,8777
187;FEMININO;27;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 100 A 249;Serviços;1;2900,49;NAO;SIM;0,6667
188;MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Indústria;44;2073,3;NAO;SIM;0,6121
189;MASCULINO;39;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;2434,14;NAO;SIM;0,6006
190;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 100 A 249;Comércio;44;927,35;NAO;NAO;0,8982
191;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Serviços;36;1913,91;NAO;SIM;0,6875
192;FEMININO;47;PRETA-PARDA;SUPERIOR_COMPLETO;PB;NAO;ATE 4;Serviços;44;1002,3;NAO;NAO;0,8922
193;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;44;1443,12;SIM;NAO;0,5113
194;FEMININO;26;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;ATE 4;Serviços;44;1059,77;NAO;NAO;0,8917
195;MASCULINO;54;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1854,68;SIM;SIM;0,6849
196;MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 50 A 99;Serviços;44;2008,8;NAO;SIM;0,5761
197;MASCULINO;21;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 5 A 9;Serviços;24;517,53;NAO;NAO;0,897
198;MASCULINO;37;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1025,48;NAO;NAO;0,9006
199;MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1055,55;NAO;NAO;0,8973
200;MASCULINO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;4999,99;NAO;SIM;0,6057
201;MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;44;632,55;NAO;NAO;0,9174
202;MASCULINO;40;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Agricultura;44;1065,57;NAO;NAO;0,9006
203;FEMININO;39;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1093,01;NAO;NAO;0,8981
204;MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;12;5330,89;SIM;SIM;0,6961
205;FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1328,11;NAO;NAO;0,8569
206;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Comércio;44;1116,64;NAO;NAO;0,8969
207;FEMININO;43;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1156,53;NAO;NAO;0,8875
208;MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1057,67;NAO;NAO;0,9
209;FEMININO;38;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 500 A 999;Serviços;44;2008,45;SIM;SIM;0,7384
210;MASCULINO;24;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 20 A 49;Comércio;44;997,95;NAO;NAO;0,8989
211;MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;975,85;NAO;NAO;0,8982
212;FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1514,12;SIM;SIM;0,6449
213;MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;1969,42;SIM;SIM;0,6655
214;FEMININO;37;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;1000,0;NAO;NAO;0,8951
215;FEMININO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;998,0;NAO;NAO;0,8981
216;MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Indústria;44;1045,09;NAO;NAO;0,8992
217;MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;1100,96;NAO;NAO;0,8967
218;MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;998,0;NAO;NAO;0,8981
219;FEMININO;35;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Comércio;44;1491,82;SIM;SIM;0,5832
220;FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Serviços;44;1030,0;NAO;NAO;0,894
221;MASCULINO;42;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 20 A 49;Comércio;1;1114,68;SIM;NAO;0,7655
222;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;1792,26;NAO;SIM;0,7151
223;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1432,66;NAO;NAO;0,5691
224;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1115,49;NAO;NAO;0,8985
225;FEMININO;69;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;1000 OU MAIS;Serviços;44;2032,27;SIM;SIM;0,7913
226;FEMININO;48;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1800,79;SIM;SIM;0,6077
227;MASCULINO;34;SEM INFO;MEDIO COMPLETO;PB;NAO;ATE 4;Serviços;44;1058,99;NAO;NAO;0,8986
228;FEMININO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1663,04;SIM;SIM;0,7588
229;MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Construçao civil;44;1471,02;SIM;NAO;0,7313
230;MASCULINO;42;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;3487,01;SIM;SIM;0,6486
231;FEMININO;32;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Comércio;44;2833,29;SIM;SIM;0,7037
232;MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;1020,67;NAO;NAO;0,8992
233;MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;2195,61;NAO;SIM;0,6465
234;FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;1160,0;NAO;NAO;0,8926
235;MASCULINO;26;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1150,83;NAO;NAO;0,8982
236;FEMININO;39;AMARELA-BRANCA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Comércio;36;1583,91;SIM;SIM;0,7267
237;MASCULINO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;1346,54;SIM;NAO;0,8553
238;FEMININO;29;PRETA-PARDA;SUPERIOR_INCOMPLETO;CE;NAO;DE 500 A 999;Indústria;44;1760,39;NAO;SIM;0,7053
239;MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;ATE 4;Comércio;44;1502,46;SIM;SIM;0,6139
240;MASCULINO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;790,1;NAO;NAO;0,9001
241;MASCULINO;37;SEM INFO;MEDIO COMPLETO;SE;NAO;DE 50 A 99;Comércio;44;1270,91;NAO;NAO;0,8912
242;MASCULINO;42;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1119,54;NAO;NAO;0,8987
243;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 10 A 19;Serviços;44;1142,01;NAO;NAO;0,8975
244;FEMININO;40;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 250 A 499;Serviços;44;2486,47;SIM;SIM;0,565
245;MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Serviços;36;1034,0;NAO;NAO;0,8804
246;MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;1306,85;NAO;NAO;0,8518
247;MASCULINO;18;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1024,32;NAO;NAO;0,8952
248;FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 250 A 499;Serviços;44;1335,28;NAO;NAO;0,8314
249;MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 250 A 499;Serviços;30;1223,46;NAO;NAO;0,7993
250;MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;BA;SIM;DE 100 A 249;Serviços;36;1217,85;NAO;NAO;0,851
251;FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 500 A 999;Indústria;40;3592,5;SIM;SIM;0,6762
252;MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;0;10147,59;SIM;SIM;0,6317
253;FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1223,75;NAO;NAO;0,8878
254;MASCULINO;35;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;1857,28;NAO;SIM;0,657
255;MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;871,32;NAO;NAO;0,8786
256;MASCULINO;36;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Serviços;35;868,31;SIM;NAO;0,8822
257;FEMININO;30;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;1000 OU MAIS;Serviços;30;970,28;NAO;NAO;0,8568
258;FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1050,0;NAO;NAO;0,8951
259;MASCULINO;26;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;40;1678,77;SIM;SIM;0,5955
260;MASCULINO;25;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1098,23;NAO;NAO;0,8987
261;FEMININO;49;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;36;1762,85;SIM;SIM;0,7437
262;MASCULINO;51;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Construçao civil;44;1406,47;NAO;NAO;0,8528
263;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Serviços;44;1828,11;SIM;SIM;0,7114
264;MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;998,0;NAO;NAO;0,8989
265;MASCULINO;40;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Indústria;44;2808,87;NAO;SIM;0,6617
266;MASCULINO;23;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1566,36;SIM;SIM;0,6737
267;FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1163,35;NAO;NAO;0,8969
268;FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;2423,72;SIM;SIM;0,5827
269;FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;2110,23;NAO;SIM;0,5955
270;MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1918,7;SIM;SIM;0,6526
271;FEMININO;28;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Serviços;16;1596,75;SIM;SIM;0,6259
272;MASCULINO;20;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 10 A 19;Serviços;44;1030,73;NAO;NAO;0,8967
273;MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Indústria;44;1169,11;NAO;NAO;0,8945
274;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;849,82;NAO;NAO;0,8796
275;FEMININO;28;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 50 A 99;Comércio;44;1631,2;SIM;SIM;0,7203
276;FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;44;2649,61;SIM;SIM;0,706
277;MASCULINO;23;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 10 A 19;Comércio;44;1029,99;NAO;NAO;0,8977
278;MASCULINO;20;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 5 A 9;Serviços;44;1610,25;SIM;SIM;0,6228
279;MASCULINO;33;SEM INFO;SUPERIOR_INCOMPLETO;PE;NAO;ATE 4;Serviços;44;1616,52;SIM;SIM;0,6206
280;FEMININO;36;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1585,19;SIM;SIM;0,5305
281;FEMININO;43;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;3352,13;SIM;SIM;0,6403
282;FEMININO;28;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1324,73;SIM;NAO;0,8563
283;FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;2110,78;SIM;SIM;0,7847
284;MASCULINO;22;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;36;971,23;NAO;NAO;0,8751
285;MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1386,38;NAO;NAO;0,8268
286;MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;3999,98;NAO;SIM;0,5863
287;MASCULINO;58;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;42;1962,79;SIM;SIM;0,7523
288;FEMININO;59;AMARELA-BRANCA;SUPERIOR_COMPLETO;PI;NAO;DE 100 A 249;Indústria;40;19060,26;SIM;SIM;0,7211
289;MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1755,29;NAO;SIM;0,6035
290;FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;24;13254,16;SIM;SIM;0,6696
291;FEMININO;47;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;2135,09;SIM;SIM;0,7763
292;MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;1000 OU MAIS;Serviços;36;6095,41;NAO;SIM;0,6512
293;FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1163,35;NAO;NAO;0,8959
294;MASCULINO;38;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Indústria;1;993,05;NAO;NAO;0,8052
295;FEMININO;36;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Indústria;44;1072,55;NAO;NAO;0,894
296;MASCULINO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1673,89;SIM;SIM;0,6359
297;FEMININO;42;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 50 A 99;Serviços;44;1493,0;NAO;SIM;0,5214
298;FEMININO;33;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;4799,98;SIM;SIM;0,5826
299;MASCULINO;25;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 100 A 249;Construçao civil;44;1532,05;NAO;NAO;0,6458
300;FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 20 A 49;Indústria;44;359,17;NAO;NAO;0,9146
301;MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;1446,97;SIM;SIM;0,6969
302;MASCULINO;25;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;40;2600,0;NAO;SIM;0,5794
303;FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;ATE 4;Serviços;44;965,8;NAO;NAO;0,8937
304;FEMININO;30;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1003,93;NAO;NAO;0,8944
305;MASCULINO;33;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;ATE 4;Agricultura;44;999,95;NAO;NAO;0,9014
306;MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;982,58;NAO;NAO;0,8989
307;MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;2184,9;NAO;SIM;0,6453
308;MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Serviços;40;1240,62;NAO;NAO;0,8787
309;MASCULINO;29;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Indústria;0;1382,43;NAO;NAO;0,676
310;FEMININO;32;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;1411,4;NAO;NAO;0,8047
311;FEMININO;22;PRETA-PARDA;MEDIO COMPLETO;RN;SIM;DE 500 A 999;Serviços;36;1284,99;NAO;NAO;0,7562
312;MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Construçao civil;44;997,99;NAO;NAO;0,9056
313;FEMININO;49;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;ATE 4;Serviços;44;1022,94;NAO;NAO;0,896
314;MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Construçao civil;44;2065,25;NAO;NAO;0,6445
315;FEMININO;46;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;30;723,3;NAO;NAO;0,9042
316;MASCULINO;38;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Comércio;44;1561,63;SIM;SIM;0,6029
317;FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Serviços;44;2974,59;SIM;SIM;0,5414
318;MASCULINO;36;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;ATE 4;Comércio;44;2721,86;NAO;SIM;0,5907
319;MASCULINO;63;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1642,85;SIM;SIM;0,699
320;MASCULINO;33;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;DE 100 A 249;Serviços;44;3236,16;SIM;SIM;0,6679
321;MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 20 A 49;Comércio;44;2184,0;NAO;SIM;0,6091
322;FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 250 A 499;Indústria;44;2844,96;NAO;SIM;0,5947
323;MASCULINO;29;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Indústria;37;5433,41;SIM;SIM;0,6647
324;FEMININO;22;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1316,1;NAO;NAO;0,8489
325;FEMININO;31;SEM INFO;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1500,0;NAO;NAO;0,549
326;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;40;2643,99;SIM;SIM;0,6899
327;FEMININO;27;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Serviços;31;1223,69;SIM;NAO;0,7871
328;FEMININO;51;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;44;963,4;NAO;NAO;0,8965
329;MASCULINO;26;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1203,17;NAO;NAO;0,8974
330;FEMININO;29;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;22;1224,39;SIM;NAO;0,6587
331;MASCULINO;28;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1678,48;NAO;SIM;0,6331
332;FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1227,02;NAO;NAO;0,8886
333;MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1057,77;NAO;NAO;0,898
334;MASCULINO;27;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;1000 OU MAIS;Indústria;44;5034,4;SIM;SIM;0,6459
335;FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;963,6;NAO;NAO;0,8937
336;FEMININO;40;PRETA-PARDA;SUPERIOR_COMPLETO;SE;NAO;DE 250 A 499;Serviços;44;3741,1;SIM;SIM;0,5995
337;MASCULINO;26;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Indústria;44;2915,27;SIM;SIM;0,6576
338;MASCULINO;28;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 250 A 499;Agricultura;44;993,52;NAO;NAO;0,8969
339;MASCULINO;51;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 5 A 9;Serviços;40;998,0;NAO;NAO;0,8968
340;FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Indústria;44;1000,0;NAO;NAO;0,895
341;MASCULINO;26;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1545,17;NAO;SIM;0,6628
342;FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1886,62;NAO;SIM;0,7015
343;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;2425,96;SIM;SIM;0,6178
344;MASCULINO;36;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;ATE 4;Serviços;44;1723,89;NAO;SIM;0,5401
345;MASCULINO;42;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Serviços;44;1988,14;SIM;SIM;0,6015
346;FEMININO;31;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;DE 5 A 9;Serviços;44;2518,53;SIM;SIM;0,6752
347;MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;44;1299,4;SIM;NAO;0,8845
348;MASCULINO;33;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1536,7;NAO;SIM;0,6275
349;MASCULINO;33;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Serviços;44;4781,03;SIM;SIM;0,6352
350;FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;PI;NAO;DE 5 A 9;Serviços;20;1057,58;NAO;NAO;0,7319
351;FEMININO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;685,57;NAO;NAO;0,917
352;MASCULINO;38;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 250 A 499;Comércio;44;1533,67;NAO;SIM;0,5824
353;FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 5 A 9;Comércio;44;1189,75;NAO;NAO;0,8937
354;FEMININO;30;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;6006,71;NAO;SIM;0,6073
355;MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1413,83;NAO;NAO;0,7786
356;MASCULINO;34;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;20;5363,91;SIM;SIM;0,6817
357;MASCULINO;39;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;2588,26;SIM;SIM;0,6076
358;FEMININO;32;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Indústria;44;1190,74;NAO;NAO;0,8942
359;FEMININO;25;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1865,49;SIM;SIM;0,7158
360;MASCULINO;60;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Serviços;44;1901,88;NAO;SIM;0,7337
361;FEMININO;54;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Comércio;44;1604,98;SIM;SIM;0,7133
362;MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Indústria;44;6287,84;SIM;SIM;0,6335
363;FEMININO;22;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;44;1852,4;SIM;SIM;0,6658
364;FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;ATE 4;Comércio;44;1036,21;NAO;NAO;0,8956
